z1,z2,z3,z4,z5
0.8622589,0.46699342,0.89222455,0.57952005,0.4023108
0.49569008,0.24926394,0.19941977,0.31543046,0.14071354
0.012675464,0.25903636,0.04582888,0.9989099,0.42834184
0.34722078,0.3119228,0.6420964,0.26635063,0.10377249
0.8274156,0.76859176,0.9164343,0.47503,0.30100012
0.64176095,0.6273513,0.36111537,0.914649,0.053450316
0.060542583,0.6131285,0.073673904,0.21685547,0.13586032
0.20375207,0.46588355,0.26694143,0.21231455,0.75137293
0.41906658,0.6368278,0.44289288,0.44366944,0.37489635
0.009912074,0.13042742,0.13917091,0.99857235,0.062493235
0.4532139,0.27124596,0.2223891,0.3093467,0.121454984
0.07536656,0.049312532,0.22521442,0.10425851,0.91908777
0.74965787,0.16939527,0.46713153,0.90553164,0.01626122
0.66220623,0.6396374,0.3843881,0.91305673,0.053542823
0.7105466,0.022874564,0.62440646,0.009218544,0.49766216
0.31596357,0.17686385,0.660286,0.87998366,0.46953475
0.08374193,0.017261714,0.24482238,0.05849591,0.8955124
0.8640915,0.40123624,0.7953465,0.49277332,0.36738995
0.9482341,0.09809819,0.076284885,0.6880877,0.5200746
0.513709,0.37008068,0.49942243,0.9887668,0.016463637
0.7517917,0.8184122,0.40592554,0.6433508,0.07659435
0.7216506,0.8434383,0.50270694,0.21865353,0.672968
0.52537155,0.013891935,0.9676193,0.6219154,0.6490654
0.40403447,0.5995318,0.6575782,0.28385204,0.4188794
0.5966614,0.12238011,0.9310472,0.35533565,0.4257941
0.76519316,0.92487013,0.42603868,0.25266644,0.4108737
0.18770337,0.21766424,0.64821225,0.23575744,0.14223203
0.2960376,0.82628435,0.6000247,0.7081569,0.06682554
0.095017254,0.49263018,0.8044858,0.2429161,0.55096036
0.48744997,0.726309,0.55252075,0.22018966,0.32149258
0.44162148,0.9055624,0.421538,0.73231137,0.1630022
0.7838824,0.6594974,0.75169516,0.63334733,0.49272388
0.65662277,0.43681186,0.5007745,0.10254559,0.3701549
0.04218644,0.7456677,0.10054052,0.42023456,0.053591967
0.24076995,0.3879922,0.20973119,0.3754072,0.48692685
0.69383013,0.5196619,0.7631595,0.6530701,0.38472417
0.50653213,0.25253066,0.3645131,0.41826653,0.34980896
0.30470145,0.14480478,0.6556357,0.27030373,0.18659794
0.08082008,0.02402088,0.97680235,0.056666285,0.9229545
0.70570326,0.24062946,0.9136622,0.61918837,0.41565144
0.07658675,0.4727356,0.8426379,0.2383472,0.59885556
0.06850326,0.36112285,0.6229059,0.3156065,0.22456408
0.5460699,0.42801407,0.49781603,0.32310247,0.41095346
0.014707148,0.13767388,0.048981458,0.99879515,0.24768081
0.71966773,0.13176903,0.3656358,0.94146335,0.041728437
0.4082262,0.52182716,0.5041571,0.27935594,0.9023046
0.063126415,0.075549096,0.20797706,0.16767406,0.9123881
0.05170569,0.09461057,0.8887371,0.03782448,0.92257077
0.43579713,0.8362229,0.5176326,0.56930757,0.23480114
0.34456024,0.78314114,0.33165297,0.27127844,0.8900596
0.10439509,0.7123446,0.25430334,0.069736004,0.6479841
0.7154164,0.5119166,0.5642108,0.23176903,0.31467927
0.77689314,0.812688,0.6421889,0.29895526,0.5499283
0.05190274,0.75993574,0.0768196,0.40035883,0.055379003
0.5763382,0.8389284,0.36064017,0.19773263,0.5566708
0.56501853,0.8163706,0.34320474,0.17142552,0.78607404
0.4804932,0.27484033,0.33219755,0.3055204,0.17695999
0.45689854,0.8367298,0.22100991,0.36122778,0.5497788
0.49170575,0.2852015,0.4046627,0.3020007,0.33687103
0.42661613,0.43527302,0.35128796,0.5013065,0.58189195
0.21445233,0.44294244,0.44570366,0.9944567,0.030856133
0.77490735,0.7311486,0.63045835,0.5366827,0.4288159
0.1621212,0.3125907,0.9391981,0.3588603,0.60931873
0.87254345,0.9408201,0.8155049,0.7946645,0.35281956
0.13054109,0.30694216,0.9544747,0.39622855,0.6585461
0.23070711,0.66983366,0.34952965,0.9594189,0.07063261
0.24923712,0.20851731,0.64944226,0.827355,0.5398356
0.46588302,0.85513866,0.25955445,0.14527437,0.5223192
0.42010015,0.84849584,0.46258292,0.7150359,0.07991123
0.17351657,0.036708623,0.34591165,0.099399984,0.07287943
0.10463378,0.6171701,0.07080799,0.13176847,0.56997156
0.4842315,0.33791834,0.68233067,0.24032414,0.26235902
0.023203582,0.47534293,0.016466618,0.06974715,0.5083035
0.25091472,0.23380351,0.52879226,0.9968815,0.020408094
0.43661258,0.4970969,0.6730188,0.4150748,0.27211082
0.8047612,0.8613378,0.6574077,0.9471297,0.057802826
0.90124965,0.71879673,0.7386154,0.678505,0.5752642
0.33529246,0.3203041,0.39514026,0.11995795,0.23495144
0.29348302,0.15943787,0.7533722,0.6983065,0.5641414
0.50439936,0.13679397,0.61483216,0.214912,0.31297332
0.62390953,0.8413936,0.3698045,0.15582746,0.7792027
0.4267395,0.15935758,0.8379626,0.5672535,0.25062147
0.6446283,0.0775809,0.23594055,0.09062937,0.2869851
0.025095701,0.008652717,0.03913173,0.043862224,0.020599365
0.58305913,0.566045,0.44558007,0.4910374,0.21216467
0.41893086,0.44141862,0.6725589,0.35777146,0.26446837
0.19843835,0.6767583,0.22151029,0.4385939,0.4604349
0.43261373,0.50507015,0.69504267,0.2621445,0.14560813
0.37599683,0.49048483,0.5693438,0.4347932,0.21433705
0.34694344,0.8400184,0.58802414,0.6797528,0.086746484
0.25419345,0.32561696,0.23495808,0.1911906,0.061941653
0.50747424,0.14943573,0.37814504,0.35183036,0.50183445
0.23229972,0.56047696,0.10077241,0.30717713,0.78364354
0.18823397,0.62396944,0.22429293,0.1784749,0.40227976
0.8188231,0.8695287,0.040840685,0.11395845,0.15812787
0.48880726,0.7647058,0.50935966,0.24308217,0.22309777
0.7075452,0.5050749,0.1811086,0.9673928,0.029565066
0.72017777,0.9519391,0.9126502,0.8791412,0.2628991
0.031937867,0.03997922,0.28201687,0.098308295,0.66856456
0.43404868,0.40460765,0.44666445,0.41104347,0.33820695
0.49490765,0.29968393,0.31129706,0.18925083,0.36302656
0.2677464,0.9111143,0.033756435,0.24166983,0.66531867
0.66024405,0.40803105,0.8232088,0.9879136,0.0105523765
0.51691395,0.44412962,0.437257,0.23698327,0.02346453
0.49089798,0.58671427,0.29759604,0.4512965,0.7432747
0.7098971,0.23992705,0.7911154,0.7825006,0.5072634
0.6461253,0.6600147,0.53282136,0.41900703,0.20663396
0.6732642,0.43769848,0.5350868,0.32331312,0.09557927
0.6911831,0.02980727,0.17679045,0.08864865,0.3887968
0.603007,0.7445984,0.39495873,0.32878757,0.19203171
0.33070678,0.4561719,0.49682853,0.3959078,0.16235864
0.7804809,0.5909945,0.3189496,0.91398287,0.02845487
0.58512276,0.33512977,0.38118562,0.2755977,0.20520613
0.47396222,0.3178674,0.7932721,0.6981493,0.44776294
0.8073539,0.625999,0.5950601,0.20088169,0.3990832
0.34067994,0.49717015,0.5273686,0.3966755,0.33849537
0.24458686,0.08075872,0.37911573,0.43300268,0.97266436
0.64234763,0.5245142,0.43206802,0.5742982,0.8954748
0.88899803,0.7906731,0.13363215,0.096874505,0.09414673
0.79868597,0.46728104,0.89482296,0.65306544,0.45450532
0.7030501,0.85744804,0.51862776,0.87635374,0.029001504
0.56750363,0.6801668,0.4154649,0.45154685,0.33357137
0.4064206,0.67348546,0.657352,0.39107317,0.0553793
0.9580203,0.16213515,0.17357305,0.49651688,0.4823516
0.8831711,0.00130409,0.7898054,0.36503386,0.082377225
0.83239734,0.049416125,0.9875231,0.0071378946,0.97164345
0.5033122,0.25918743,0.7749038,0.88942313,0.22968492
0.6020652,0.84702706,0.41999683,0.3293196,0.48027077
0.028465658,0.09122592,0.29420787,0.99808884,0.04009542
0.89214635,0.8402868,0.92833364,0.5352872,0.45267567
0.8694916,0.052535057,0.7820419,0.093821496,0.8437821
0.35087395,0.8894516,0.48025197,0.683329,0.07750288
0.7775663,0.6472491,0.19079283,0.41545278,0.82732105
0.18144962,0.29403746,0.54581285,0.55297995,0.27327973
0.29248232,0.8980541,0.6983243,0.6919888,0.09970689
0.057510406,0.056335866,0.8065848,0.08267206,0.9050997
0.29493248,0.87943256,0.6077984,0.6765045,0.10021666
0.39734617,0.90082955,0.19810885,0.5436358,0.62034035
0.22808921,0.14843732,0.17034653,0.31144118,0.30055708
0.89948916,0.74038374,0.7811669,0.21655095,0.42858434
0.097782314,0.11653018,0.45714402,0.9980533,0.032647967
0.8791571,0.20879799,0.9323972,0.42309165,0.47303396
0.64251584,0.34901345,0.7016269,0.6101143,0.1303975
0.29065126,0.31172928,0.39726204,0.41482168,0.21879104
0.9748558,0.26153207,0.20530424,0.5709968,0.52489775
0.564199,0.275072,0.78493506,0.85670197,0.22494149
0.012421668,0.5242677,0.06605363,0.044238895,0.40623617
0.7702879,0.47150594,0.20281065,0.9576923,0.025669664
0.53808075,0.32556435,0.43252823,0.49554306,0.5122701
0.66523784,0.60863954,0.6706772,0.9745058,0.043400317
0.67983997,0.47325122,0.23972487,0.21813369,0.15477896
0.24043933,0.77495396,0.18432975,0.20767453,0.8853718
0.8373778,0.6136053,0.1702416,0.094035804,0.17022184
0.0740715,0.7330629,0.14006439,0.076212436,0.66197413
0.6548352,0.79383254,0.50375926,0.46960497,0.35090715
0.24655274,0.53045905,0.24508056,0.3629823,0.57550275
0.7574929,0.8286538,0.7393991,0.39947715,0.4843138
0.8644117,0.019344985,0.6340294,0.14603004,0.08590239
0.46378905,0.5391309,0.30567575,0.9483458,0.029747397
0.016247004,0.65835416,0.06811914,0.046349764,0.42202473
0.5450889,0.5891684,0.3964558,0.46276188,0.33146656
0.68107694,0.74070555,0.41555128,0.49229616,0.0986101
0.6928925,0.116360635,0.96878767,0.34590065,0.39119262
0.9252974,0.4986696,0.6764374,0.6391883,0.75061953
0.6314095,0.39710534,0.40944314,0.3791207,0.13059258
0.6490212,0.36681905,0.33910978,0.33391112,0.19178215
0.10524577,0.8130448,0.046824783,0.35853183,0.5632941
0.41038412,0.2993883,0.38288873,0.081643045,0.37568244
0.397414,0.6835696,0.43085265,0.19821277,0.55086994
0.6457341,0.15443659,0.62028044,0.24855262,0.29003403
0.5107124,0.49034676,0.347903,0.30960628,0.29524234
0.25141913,0.2621213,0.1709542,0.19814834,0.09422135
0.08825943,0.76523876,0.10893774,0.4029164,0.0603832
0.58078367,0.5994305,0.29092753,0.33332062,0.105451226
0.2274732,0.617929,0.19068673,0.28849667,0.68791294
0.023450345,0.16731977,0.8865255,0.030401528,0.95880556
0.32872197,0.022906482,0.48372173,0.07285011,0.3705777
0.85445917,0.7527449,0.78703237,0.79842675,0.06400284
0.22846928,0.0830501,0.50192076,0.30028105,0.27537602
0.5864316,0.76875806,0.29834968,0.49046865,0.1932669
0.8029809,0.7533066,0.772491,0.439667,0.39673415
0.2637176,0.14094493,0.72094226,0.31051755,0.20278922
0.117877305,0.011220247,0.82512295,0.14621672,0.5080814
0.11180201,0.016784161,0.41358548,0.9965601,0.052909344
0.09407017,0.034671426,0.08689171,0.06148517,0.49927476
0.34344277,0.45717958,0.8525249,0.18980834,0.09513894
0.75317866,0.549327,0.7372957,0.43686762,0.4691093
0.47907183,0.6615808,0.18483698,0.97645795,0.09160203
0.41925323,0.5757954,0.64594215,0.3645041,0.25021124
0.80673873,0.3028279,0.78831893,0.9030483,0.2991038
0.58497965,0.6860275,0.4938071,0.44781572,0.22238299
0.113208205,0.5628377,0.34284738,0.1287275,0.56827056
0.45799774,0.53786284,0.41977838,0.24079564,0.4350048
0.64617914,0.32528704,0.3170564,0.37351596,0.69350255
0.021738052,0.085089415,0.29552758,0.9982344,0.03287673
0.6198602,0.731099,0.4571852,0.5475286,0.1489029
0.8350039,0.11356279,0.57349914,0.11455864,0.8022609
0.30463505,0.14591089,0.6563765,0.26930776,0.18635389
0.29017332,0.21511611,0.066512704,0.38010657,0.07902083
0.33676827,0.87303954,0.4325562,0.67337406,0.0856902
0.7934518,0.64808905,0.6669288,0.24262246,0.50497603
0.33898547,0.6545939,0.6591534,0.4990964,0.0874657
0.89173436,0.71385527,0.65166724,0.91959876,0.031456083
0.010249376,0.8536116,0.016871482,0.014509708,0.062755406
0.43993846,0.31984186,0.6776282,0.99558127,0.008790642
0.81280357,0.7914895,0.51839125,0.50197953,0.6052853
0.49936756,0.51584333,0.33029985,0.43323037,0.20938203
0.5102424,0.25079876,0.3923983,0.475841,0.4580828
0.87363267,0.7809905,0.66676307,0.46107656,0.42563623
0.67328215,0.89883566,0.9417332,0.42674157,0.43808416
0.49585187,0.18390366,0.4309022,0.31250435,0.43262488
0.36148715,0.1812565,0.19856262,0.22218475,0.28745902
0.36272806,0.5564498,0.5682009,0.4978089,0.090075046
0.6606089,0.42491806,0.90864694,0.6499681,0.3133479
0.03958556,0.71244496,0.11369842,0.13932839,0.07853019
0.52964497,0.026261091,0.9351773,0.4366906,0.63700086
0.3595005,0.09390837,0.19664586,0.23343596,0.7951776
0.58111215,0.577515,0.33765763,0.9177882,0.0416376
0.084053665,0.10964513,0.49325714,0.99728864,0.026715428
0.7939426,0.788453,0.46113473,0.45889756,0.61058336
0.52666134,0.8377733,0.58073366,0.48114622,0.47155654
0.4199781,0.22883523,0.7277753,0.4889742,0.21996585
0.0331586,0.033789665,0.055497378,0.041657656,0.17424631
0.22581032,0.068630904,0.9544072,0.33747697,0.41382396
0.3397472,0.33413258,0.38693738,0.09316248,0.296585
0.20323253,0.5580254,0.080735266,0.1816923,0.5652049
0.48832843,0.83757746,0.2430008,0.3673402,0.5445129
0.2671836,0.16275635,0.19049418,0.31781077,0.2946139
0.6694874,0.065445065,0.5312113,0.5763784,0.8998287
0.34772605,0.3380522,0.3833393,0.11031991,0.26936182
0.37607446,0.025961846,0.37001958,0.9906367,0.037563145
0.18077695,0.41555202,0.73027813,0.60955876,0.037000865
0.46627665,0.45435765,0.33302292,0.30386728,0.19198704
0.26540998,0.3108247,0.516534,0.50026774,0.16565081
0.33034736,0.7792784,0.10281327,0.23000151,0.7938539
0.50317234,0.25258738,0.7007626,0.85402167,0.23991051
0.6823008,0.80008,0.7695905,0.61806333,0.44895655
0.5031816,0.5235604,0.20674434,0.95072484,0.044685602
0.47105572,0.4865376,0.36208123,0.36961812,0.24833453
0.61609703,0.07480648,0.5760085,0.5399383,0.8819977
0.95277673,0.18976992,0.1571627,0.6269367,0.5118371
0.5522803,0.074107796,0.50827456,0.52808285,0.9332024
0.31298685,0.47505772,0.17188197,0.2533312,0.78119236
0.13124478,0.7450782,0.4067778,0.05802414,0.8027186
0.38261628,0.49411526,0.40361673,0.29981095,0.16291764
0.5275878,0.44961035,0.46080837,0.6031739,0.23537049
0.30249667,0.26244816,0.3967608,0.08675414,0.46195698
0.023623496,0.10819495,0.33529067,0.9987323,0.04277143
0.9646518,0.227352,0.21310371,0.52865845,0.52463424
0.58436733,0.6406253,0.5050679,0.95682245,0.027154893
0.23709798,0.32036203,0.6193728,0.32468468,0.38609657
0.07386273,0.085749894,0.22117695,0.18127736,0.85234255
0.42535695,0.21195695,0.35236642,0.20445272,0.35520905
0.57751596,0.51841694,0.47466183,0.32681525,0.1233007
0.4411173,0.50374943,0.1870535,0.5294406,0.7446615
0.76976836,0.6452513,0.7755909,0.6093335,0.50723207
0.32425892,0.5120802,0.52283,0.49425423,0.30340645
0.5357562,0.488019,0.46167958,0.24290821,0.12903804
0.53212434,0.7004561,0.45359,0.46620178,0.2935167
0.6680057,0.7114133,0.4071938,0.47949675,0.1070942
0.15510657,0.4421092,0.18438262,0.3773318,0.4493624
0.23008642,0.22839254,0.6357851,0.2348373,0.15638137
0.5392965,0.744179,0.55226284,0.08167702,0.26843578
0.64079607,0.6961731,0.38131765,0.46316552,0.13332742
0.053578794,0.5213254,0.7884558,0.21998948,0.60089165
0.56471163,0.41282445,0.43921733,0.31070656,0.028906107
0.15137187,0.41759455,0.94300306,0.33498275,0.5996871
0.54796547,0.45756182,0.4992174,0.9866648,0.028675765
0.900058,0.75775844,0.89533097,0.58836854,0.3043353
0.15725112,0.82394063,0.12441751,0.38078165,0.12089667
0.09989658,0.30039,0.62290835,0.4413213,0.2214678
0.13591745,0.011620522,0.01793164,0.023040622,0.025898427
0.459483,0.3216836,0.6785572,0.42018968,0.08545917
0.7650851,0.47074667,0.63293976,0.7467205,0.3519599
0.5476171,0.6773286,0.68521655,0.9062508,0.028161824
0.15355355,0.6062914,0.113227904,0.26615238,0.6219506
0.1943084,0.32565078,0.57461435,0.5408977,0.28895122
0.521324,0.28598118,0.36782977,0.28192115,0.23882982
0.041769147,0.01820445,0.006791562,0.02949214,0.07250762
0.85698676,0.10932207,0.18526956,0.5874083,0.47710922
0.053129226,0.5324048,0.79275286,0.21814322,0.6491714
0.5815429,0.101061314,0.38687187,0.19116455,0.18904385
0.5773614,0.7471224,0.657275,0.67709947,0.03439781
0.12524891,0.5051303,0.24169487,0.31748214,0.62565696
0.6227683,0.22532219,0.7390972,0.83638644,0.22316596
0.5894695,0.22650579,0.28385088,0.2972292,0.566293
0.8148402,0.59001416,0.9416925,0.6555442,0.1329984
0.5047064,0.5187946,0.7859232,0.72914475,0.32163316
0.014843941,0.0918448,0.1794,0.99748677,0.053297967
0.6119936,0.80699784,0.42985934,0.29787552,0.61376715
0.06106183,0.52881396,0.8370248,0.21724951,0.6315244
0.8379198,0.7030499,0.9143373,0.5205975,0.25519496
0.21394691,0.02839771,0.9320147,0.4657451,0.4792964
0.897066,0.78077245,0.80488044,0.7944528,0.06229359
0.5511565,0.06974989,0.82480085,0.20345405,0.5648606
0.47486764,0.46602842,0.4955126,0.3903837,0.10756749
0.76595205,0.73623013,0.30115348,0.44488573,0.74053216
0.56473243,0.28412065,0.21677011,0.37699628,0.12997603
0.113637984,0.019387037,0.08583617,0.0350478,0.29725057
0.5779973,0.5553023,0.23078632,0.30773696,0.31385112
0.4643946,0.82998955,0.29157144,0.35451746,0.960303
0.31285965,0.42956933,0.714477,0.48766336,0.28408974
0.6494685,0.47584236,0.9881275,0.07544252,0.9166224
0.8635533,0.24425805,0.9056158,0.57167274,0.54562575
0.37594768,0.42374504,0.2870798,0.38538155,0.43795508
0.93728447,0.61612487,0.49357855,0.17185548,0.14390942
0.06255129,0.35925937,0.6379789,0.40687436,0.2572196
0.08785367,0.48966354,0.66307753,0.83111227,0.06824416
0.5337714,0.340339,0.5031417,0.2163758,0.17131236
0.7835947,0.6963919,0.75185096,0.44990617,0.49408785
0.29889557,0.019013911,0.2382178,0.9896867,0.08022979
0.22606277,0.8291378,0.26448148,0.96852773,0.14270684
0.3118278,0.37872553,0.3714078,0.31244892,0.094246775
0.44447193,0.90664566,0.43587482,0.733129,0.15409878
0.75790715,0.7900144,0.9435119,0.5070901,0.30179197
0.4509357,0.05485779,0.19973868,0.2095877,0.8390101
0.10934088,0.3399746,0.5795093,0.41800427,0.47715703
0.28443503,0.17482257,0.5390244,0.34520638,0.47640043
0.05325833,0.018459648,0.89671206,0.100862145,0.7861926
0.1975764,0.37902555,0.49133193,0.99487805,0.030924976
0.15254009,0.7154115,0.13643897,0.38839048,0.13533291
0.90813446,0.8571812,0.113634855,0.054406762,0.13497832
0.11164972,0.55570376,0.118940175,0.22574231,0.33307248
0.64941275,0.49639142,0.23433748,0.95701456,0.019505382
0.012702733,0.024671137,0.57744294,0.20969257,0.12173569
0.7656017,0.30339462,0.56403625,0.3572061,0.34272158
0.39373046,0.43449426,0.8452498,0.40408927,0.39504555
0.1946924,0.7656777,0.17889443,0.44931898,0.19025797
0.45498234,0.7294332,0.58720624,0.62900007,0.1559447
0.029569507,0.15084302,0.49016744,0.99818903,0.038893014
0.37090337,0.7741419,0.2922193,0.3661484,0.6991163
0.5826746,0.69540566,0.30677176,0.28025433,0.30045336
0.80038726,0.8341013,0.8713801,0.5841588,0.5370291
0.8554151,0.61531925,0.9375206,0.6819238,0.12042239
0.8574869,0.0015963614,0.63241255,0.120030016,0.031203598
0.39386848,0.8725482,0.80096924,0.6931599,0.058514953
0.061994076,0.011835605,0.30792496,0.9973296,0.06690326
0.6641548,0.66223687,0.29265878,0.46162498,0.3874492
